rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
45,duplicate,gate4:name+loc:cruisersacademy,Cruisers Academy,https://www.cruisersacademy.com/,Sports School,sports_school,OPERATIONAL,5,102,true,sailing,sailboat rental,core,standard,covered_tile,0,operator,name+loc:cruisersacademy,,,,ChIJ45T7dlp9mYARkLmSIVwT7J4,https://maps.google.com/?cid=11451549238917511568&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
46,duplicate,gate4:name+loc:cvsports,CV Sports,https://cvsports.biz/,Services,service,OPERATIONAL,3.9,57,true,alpine-ski; gear-shop; nordic-ski; snow-tube; snowboard; snowshoe,cross country ski rental; outdoor gear rental; ski rental; ski shop; sled rental; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core; experience,standard,covered_tile,0,operator,name+loc:cvsports,,,,ChIJRwzm8KuQmYARyjfiJy1ABWs,https://maps.google.com/?cid=7711640499628685258&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
47,duplicate,gate4:name+loc:cyclepathsbikeshop,CyclePaths BikeShop,http://www.cyclepaths.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.8,43,true,alpine-ski; cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; ski shop; sporting goods store,core,standard,covered_tile,0,operator,name+loc:cyclepathsbikeshop,,,,ChIJKx4AZMvfm4ARYXTbCQnZlWk,https://maps.google.com/?cid=7608225778355631201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
48,duplicate,gate4:name+loc:daygoadventures,Day Go Adventures,http://daygoadventures.com/,Services,service,OPERATIONAL,4.6,34,true,canoe; kayak; river-tube; sup; watersports,canoe rental; kayak rental; kayak tours; paddleboard rental; river tubing rental; watersports rental,core,standard,covered_tile,0,operator,name+loc:daygoadventures,,,,ChIJf7buvpGamYARP8xoDRlvlWI,https://maps.google.com/?cid=7103706140636662847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
49,duplicate,gate4:name+loc:deepablissdiveshop,Deep Abliss Diveshop,https://www.scubatahoe.com/,School,school,OPERATIONAL,5,25,true,scuba,dive shop; scuba diving,core; experience,standard,covered_tile,0,operator,name+loc:deepablissdiveshop,,,,ChIJJxPM4N-bmYARIJTP7vf24oQ,https://maps.google.com/?cid=9575487302467032096&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
50,duplicate,gate4:name+loc:dirtgypsyadventures,Dirt Gypsy Adventures,http://www.dirtgypsyadventures.com/,Services,service,OPERATIONAL,5,41,true,cycling; dirtbike; ebike; mtb,bike rental; bike shop; dirt bike rental; downhill bike park rental; ebike rental; mountain bike rental,core,standard,covered_tile,0,operator,name+loc:dirtgypsyadventures,,,,ChIJYXYrLonfm4AR9xfL-eRx0VU,https://maps.google.com/?cid=6183848991613720567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
51,duplicate,gate4:domain+name:doingitbigrentals.com,Doing It Big Rentals,http://doingitbigrentals.com/,Services,service,OPERATIONAL,5,1,true,canoe; pontoon; watersports,canoe rental; pontoon rental; watersports rental,core,service-area,service_area_unknown_location,,operator,domain+name:doingitbigrentals.com,,,,ChIJXa0M2O6-2a8RmpGcRKDxZYk,https://maps.google.com/?cid=9900585026492076442&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
52,duplicate,gate4:name+loc:donnerlakemarina,Donner Lake Marina,http://donnerlakemarina.com/,Services,service,OPERATIONAL,4.5,124,true,alpine-ski; canoe; fishing-charter; gear-shop; kayak; pontoon; powerboat; pwc; sailing; sup; wakeboard; watersports,boat charter; boat rental; canoe rental; fishing charter; jet ski rental; kayak rental; kayak tours; lake toy rental; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; ski rental; ski shop; sporting goods store; wakeboard boat rental; watersports rental; waverunner rental,core; gap,standard,covered_tile,0,operator,name+loc:donnerlakemarina,,,,ChIJFenZxXrnm4ARkt-aIgGLAqY,https://maps.google.com/?cid=11962276397241261970&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
53,duplicate,gate4:name+loc:donnerlakewatersports,Donner Lake Water Sports,http://donnerlakewatersports.com/,Services,service,OPERATIONAL,4.6,23,true,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sup; wakeboard; watersports,boat rental; canoe rental; jet ski rental; kayak rental; lake toy rental; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; ski boat rental; ski rental; ski shop; wakeboard boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,name+loc:donnerlakewatersports,,,,ChIJc1phmRnem4ARgqGhLxI1jtM,https://maps.google.com/?cid=15244180140920512898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
54,duplicate,gate4:name+loc:donnermemorialstateparkwatersportrental,Donner Memorial State Park Watersport Rental,,Park,park,OPERATIONAL,4.5,14,true,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; wakeboard; watersports,boat rental; canoe rental; jet ski rental; kayak rental; pontoon rental; ski boat rental; ski rental; watersports rental,core,standard,covered_tile,0,operator,name+loc:donnermemorialstateparkwatersportrental,,,,ChIJlcG4XATem4ARzXynGIqukgk,https://maps.google.com/?cid=689805601083456717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
55,duplicate,gate4:name+loc:donnerskishop,Donner Ski Shop,https://donnerskishop.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.5,49,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; snowboard; snowshoe,alpine touring ski rental; backcountry ski rental; cross country ski rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; splitboard rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:donnerskishop,,,,ChIJqcC_TFfom4ARrt8jKoleVz0,https://maps.google.com/?cid=4420105502497955758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
56,duplicate,gate4:name+loc:ebikehub,E-Bike Hub,http://e-bikehub.bike/,Services,service,OPERATIONAL,4.9,271,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:ebikehub,,,,ChIJFXp61JZBmYARLPCUVD4_9J0,https://maps.google.com/?cid=11381791695211655212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
57,duplicate,gate4:name+loc:eastlakeebikerentals,Eastlake Ebike Rentals,,Services,service,OPERATIONAL,,0,true,cycling; ebike; mtb,bike rental; bike shop; ebike rental; mountain bike rental,core,standard,covered_tile,0,operator,name+loc:eastlakeebikerentals,,,,ChIJgbTQoZkNmYARqAZOEzPZ2qc,https://maps.google.com/?cid=12095218562647328424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
58,duplicate,gate4:name+loc:efoiltahoe,Efoil Tahoe,https://efoiltahoe.com/,Services,service,OPERATIONAL,5,74,true,canoe; efoil; foil-surf; pontoon; powerboat; watersports,boat rental; canoe rental; efoil rental; foil board rental; pontoon rental; watersports rental,core; gap,standard,covered_tile,0,operator,name+loc:efoiltahoe,,,,ChIJtSGtrj5xmYARX_nBebLphFw,https://maps.google.com/?cid=6666710301171382623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
59,duplicate,gate4:name+loc:elevatedboatclublaketahoe,Elevated Boat Club Lake Tahoe,http://www.elevatedwatersports.com/,Marina,marina,OPERATIONAL,3.1,21,true,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sailing; wakeboard; watersports,boat charter; boat rental; canoe rental; jet ski rental; kayak rental; motorboat rental; pontoon rental; sailboat rental; ski boat rental; ski rental; watersports rental,core,standard,covered_tile,0,operator,name+loc:elevatedboatclublaketahoe,,,,ChIJ98uN8zpxmYAR6Lo4aW7z85o,https://maps.google.com/?cid=11165535556718869224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
60,duplicate,gate4:name+loc:elevationsurfcharters,Elevation Surf Charters,https://elevationcharters.com/,Tour Agency,tour_agency,OPERATIONAL,5,16,true,canoe; pontoon; powerboat; sailing; wakeboard; watersports,boat charter; boat rental; canoe rental; pontoon rental; sailboat rental; wakeboard boat rental; watersports rental,core,standard,covered_tile,0,operator,name+loc:elevationsurfcharters,,,,ChIJoxkdpYVlmYARbWvsipu9vwY,https://maps.google.com/?cid=486315760527633261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
61,duplicate,gate4:name+loc:emeraldbaybikes,Emerald Bay Bikes,https://www.emeraldbaybikes.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.4,19,true,alpine-ski; cycling; ebike; gear-shop; mtb; snowboard,bike rental; bike shop; ebike rental; mountain bike rental; ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,name+loc:emeraldbaybikes,,,,ChIJbzu7vXSPmYAROH1u0aSqiBg,https://maps.google.com/?cid=1767850478607957304&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
62,duplicate,gate4:name+loc:endlesswavecharters,Endless Wave Charters,https://www.endlesswavecharters.com/,Services,service,OPERATIONAL,5,34,true,canoe; pontoon; powerboat; sailing; wakeboard,boat charter; boat rental; canoe rental; pontoon rental; sailboat rental; wakeboard boat rental,core,standard,covered_tile,0,operator,name+loc:endlesswavecharters,,,,ChIJ8atHbUdlmYART4wRbng-hVc,https://maps.google.com/?cid=6306515540165889103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
63,duplicate,gate4:name+loc:evotahoecity,evo Tahoe City,https://www.evo.com/pages/locations-tahoe-city?utm_source=GMBlisting&utm_medium=organic,Bicycle Shop,bicycle_store,OPERATIONAL,4.8,33,true,alpine-ski; camping; cycling; ebike; gear-shop; mtb; snowboard; watersports,bike rental; bike shop; camping gear rental; ebike rental; mountain bike rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store; watersports rental,core,standard,covered_tile,0,operator,name+loc:evotahoecity,,,,ChIJea4sRnh9mYARc91N6W9sWDk,https://maps.google.com/?cid=4132171886023794035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
64,duplicate,gate4:name+loc:fallenleaflakestorecafeandmarina,"Fallen Leaf Lake Store, Cafe and Marina",http://www.fallenleaflodge.com/,General Store,general_store,OPERATIONAL,4.6,296,true,canoe; kayak; pontoon; powerboat; sup; watersports,boat charter; boat rental; canoe rental; kayak rental; paddleboard rental; pontoon rental; watersports rental,core,standard,covered_tile,0,operator,name+loc:fallenleaflakestorecafeandmarina,,,,ChIJrZ0a2NKOmYARplzx7FF4nrQ,https://maps.google.com/?cid=13014972266410237094&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
65,duplicate,gate4:name+loc:fiestarentalcentralinreno,Fiesta Rental Central in Reno,https://www.fiestarentalcentral.com/,Services,service,OPERATIONAL,5,10,true,camping; gear-shop,outdoor equipment rental; tent rental,core,standard,covered_tile,0,operator,name+loc:fiestarentalcentralinreno,,,,ChIJXeFVzDc_mYARuEWfdb99QAM,https://maps.google.com/?cid=234325441888863672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
66,duplicate,gate4:name+loc:floaterwithamotor,Floater with a Motor,http://www.floaterwithamotor.com/,Services,service,OPERATIONAL,5,31,true,canoe; kayak; pontoon; powerboat; pwc; sailing; wakeboard; watersports,boat rental; canoe rental; catamaran rental; jet ski rental; kayak rental; motorboat rental; personal watercraft rental; pontoon rental; sailboat rental; ski boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,name+loc:floaterwithamotor,,,,ChIJXzlju-Pnm4ARLtrc5m-supY,https://maps.google.com/?cid=10861183047971953198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
67,duplicate,gate4:name+loc:flumetrailbikes,Flume Trail Bikes,http://www.flumetrailtahoe.com/,Services,service,OPERATIONAL,4.9,1175,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:flumetrailbikes,,,,ChIJ4-IvaAZxmYARtBPCc8shjVI,https://maps.google.com/?cid=5948447840530469812&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
68,duplicate,gate4:name+loc:forwardskisystem,Forward Ski System,,Sporting Goods Store,sporting_goods_store,OPERATIONAL,5,1,true,alpine-ski; gear-shop; snowboard,ski shop; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,name+loc:forwardskisystem,,,,ChIJ_XOgTKNHmYARQ5f51RcNl2g,https://maps.google.com/?cid=7536506897453127491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
69,duplicate,gate4:name+loc:fullaccesstahoe,Full Access Tahoe,https://fullaccesstahoe.com/,Services,service,OPERATIONAL,5,195,true,atv; cycling; dirtbike; snowmobile; utv,atv rental; bike rental; dirt bike rental; quad rental; rzr rental; side by side rental; snowmobile rental; utv rental,core,standard,covered_tile,0,operator,name+loc:fullaccesstahoe,,,,ChIJV_LJMpCbmYARqs2mHwt-ZA4,https://maps.google.com/?cid=1037092400442822058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
70,duplicate,gate4:name+loc:fullthrottletahoe,Full Throttle Tahoe,https://www.fullthrottletahoeboats.com/,Services,service,OPERATIONAL,5,43,true,alpine-ski; atv; canoe; fishing-charter; kayak; pontoon; powerboat; pwc; sailing; snowmobile; sup; utv; wakeboard; watersports,atv rental; boat charter; boat rental; canoe rental; fishing charter; jet ski rental; kayak rental; kayak tours; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; sailboat rental; side by side rental; ski boat rental; ski rental; snowmobile rental; wakeboard boat rental; watersports rental; waverunner rental,core; gap,standard,covered_tile,0,operator,name+loc:fullthrottletahoe,,,,ChIJP0bKrdJkmYARfFNNkdWSgZ4,https://maps.google.com/?cid=11421571575951741820&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
71,duplicate,gate4:name+loc:galenasports,Galena Sports,,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.3,66,true,alpine-ski; gear-shop; nordic-ski; snowboard; snowshoe,cross country ski rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:galenasports,,,,ChIJp9AGVYRrmYARHvdI49jldr4,https://maps.google.com/?cid=13724409634147071774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
72,duplicate,gate4:name+loc:gondolaskisports,Gondola Ski + Sports,http://www.gondolaskitahoe.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.2,56,true,alpine-ski; cycling; gear-shop; mtb; snow-tube; snowboard; snowshoe,bike rental; bike shop; mountain bike rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; sled rental; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core; experience,standard,covered_tile,0,operator,name+loc:gondolaskisports,,,,ChIJy9ppqHeQmYARudCSM07YImA,https://maps.google.com/?cid=6927337007233552569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
73,duplicate,gate4:name+loc:grandtahoecharters,Grand Tahoe Charters,http://www.wildgoose2.com/,Services,service,OPERATIONAL,5,20,true,canoe; fishing-charter; kayak; pontoon; powerboat; sailing; wakeboard; watersports,boat charter; boat rental; canoe rental; catamaran rental; fishing charter; kayak rental; motorboat rental; pontoon rental; sailboat rental; ski boat rental; watersports rental,core; gap,standard,covered_tile,0,operator,name+loc:grandtahoecharters,,,,ChIJK_VySspkmYARqifFho-Rgb0,https://maps.google.com/?cid=13655355590791473066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
74,duplicate,gate4:name+loc:granitechiefpoweredbybluezonesports,Granite Chief Powered by BlueZone Sports,https://bluezonesports.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.5,220,true,alpine-ski; backcountry-ski; backpacking; camping; canoe; climbing; cycling; gear-shop; ice-climb; kayak; mtb; nordic-ski; snowboard; snowshoe,backcountry ski rental; backpacking gear rental; bike rental; bike shop; camping gear rental; canoe rental; climbing gear rental; cross country ski rental; kayak rental; mountain bike rental; mountaineering gear rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:granitechiefpoweredbybluezonesports,,,,ChIJmVK1sDPem4AROEdsc6xHzUo,https://maps.google.com/?cid=5390043135028774712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
75,duplicate,gate4:name+loc:gravityhausgearrentalhausquivertruckee,Gravity Haus Gear Rental - Haus Quiver - Truckee,http://gravityhaus.com/,Services,service,OPERATIONAL,,0,true,alpine-ski; cycling; gear-shop; ice-climb; snowboard,bike rental; mountaineering gear rental; outdoor equipment rental; outdoor gear rental; ski rental; ski shop; snowboard rental,core,standard,covered_tile,0,operator,name+loc:gravityhausgearrentalhausquivertruckee,,,,ChIJiZahgDrfm4ARG93950wDe4I,https://maps.google.com/?cid=9402112275910614299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
76,duplicate,gate4:name+loc:greatbasinbicycles,Great Basin Bicycles,http://greatbasinbicycles.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.7,105,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:greatbasinbicycles,,,,ChIJW4N6f1AVmYAR0Cc66XyOOng,https://maps.google.com/?cid=8663393500340561872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
77,duplicate,gate4:name+loc:heavenlysportsmarriott,Heavenly Sports - Marriott,https://www.epicmountainrentals.com/,Services,service,OPERATIONAL,4.2,150,true,alpine-ski; gear-shop; nordic-ski; pwc; snowboard,cross country ski rental; jet ski rental; ski rental; ski shop; snowboard rental; snowboard shop; sporting goods store,core,standard,covered_tile,0,operator,name+loc:heavenlysportsmarriott,,,,ChIJx83JvkSQmYAR37b1G_O0P5E,https://maps.google.com/?cid=10466283015271462623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
78,duplicate,gate4:name+loc:heavenlysportstamaracklodge,Heavenly Sports - Tamarack Lodge,,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4,28,true,alpine-ski; backpacking; camping; gear-shop; snow-tube,backpacking gear rental; camping gear rental; outdoor gear rental; ski rental; ski shop; sled rental; snow tube rental; sporting goods store,core; experience,standard,covered_tile,0,operator,name+loc:heavenlysportstamaracklodge,,,,ChIJPRErSHaQmYAR6GJasIPw_so,https://maps.google.com/?cid=14627393088136045288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
79,duplicate,gate4:name+loc:highsierracycling,High Sierra Cycling,http://highsierracycling.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.4,84,true,cycling; ebike; gear-shop; mtb,bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:highsierracycling,,,,ChIJr81lwVkUmYARghRuPDYLA60,https://maps.google.com/?cid=12466820521061651586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
80,duplicate,gate4:name+loc:highsierrawaterskischool,High Sierra Water Ski School,https://www.highsierrawaterskiing.com/,Services,service,OPERATIONAL,4.9,47,true,alpine-ski; canoe; kayak; pontoon; powerboat; pwc; sup; wakeboard; watersports,boat rental; canoe rental; jet ski rental; kayak rental; paddleboard rental; personal watercraft rental; pontoon rental; ski boat rental; ski rental; ski shop; wakeboard boat rental; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,name+loc:highsierrawaterskischool,,,,ChIJ1WuLO_N9mYARa9axpI-c0e8,https://maps.google.com/?cid=17280765385954678379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
