rank,status,reason,name,website,primary_type,primary_type_raw,business_status,rating,user_rating_count,rental_signal,matched_activities,matched_terms,matched_tiers,matched_modes,geo_zone,aoi_distance_m,review_lane,dedup_note,site_note,site_relevance,possible_duplicate_of,place_id,source_url
245,duplicate,gate4:name+loc:vistatrailbikes,Vista Trail Bikes,https://vistatrailbikes.com/,Services,service,OPERATIONAL,5,1811,true,cycling; ebike; mtb,bike rental; bike shop; downhill bike park rental; ebike rental; mountain bike rental,core,standard,covered_tile,0,operator,name+loc:vistatrailbikes,,,,ChIJJxblwNxvmYARwEeMhNlwCmg,https://maps.google.com/?cid=7496928609245611968&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
246,duplicate,gate4:name+loc:wattabikeshop,Watta Bike Shop,http://wattabike.com/,Bicycle Shop,bicycle_store,OPERATIONAL,4.9,79,true,alpine-ski; backcountry-ski; cycling; ebike; mtb; snowboard,backcountry ski rental; bike rental; bike shop; ebike rental; mountain bike rental; ski rental; ski shop; snowboard rental; splitboard rental,core,standard,covered_tile,0,operator,name+loc:wattabikeshop,,,,ChIJmzlezuOPmYARYWzhxk5kzYg,https://maps.google.com/?cid=9857645448890772577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
247,duplicate,gate4:name+loc:westmarine,West Marine,https://www.westmarine.com/stores/reno-nv-1219/?utm_source=GMB&utm_campaign=Local-Listings,Store,store,OPERATIONAL,4.3,117,true,alpine-ski; fishing-gear; gear-shop,fishing bait and tackle shop; ski shop; sporting goods store,core; gap,standard,covered_tile,0,operator,name+loc:westmarine,,,,ChIJ3W82Nlw_mYAR-vmmwEdDv7Q,https://maps.google.com/?cid=13024202622832671226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
248,duplicate,gate4:name+loc:westshoresports,West Shore Sports,http://www.westshoresports.com/,Services,service,OPERATIONAL,4.6,113,true,alpine-ski; canoe; cycling; dirtbike; ebike; gear-shop; kayak; mtb; nordic-ski; powerboat; pwc; snowboard; snowshoe; sup; wakeboard; watersports,bike rental; bike shop; boat rental; canoe rental; cross country ski rental; dirt bike rental; ebike rental; jet ski rental; kayak rental; mountain bike rental; outdoor equipment rental; outdoor gear rental; paddleboard rental; ski boat rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store; watersports rental; waverunner rental,core,standard,covered_tile,0,operator,name+loc:westshoresports,,,,ChIJq5Q9LNZ_mYAR_7YexyN5loc,https://maps.google.com/?cid=9770129636198364927&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
249,duplicate,gate4:name+loc:wetsuitoutlet,Wetsuit Outlet,https://wetsuitoutlet.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,3,2,true,gear-shop,sporting goods store,core,standard,covered_tile,0,operator,name+loc:wetsuitoutlet,,,,ChIJMVZD8je9mYARn7oz3NB9fps,https://maps.google.com/?cid=11204531258945419935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
250,duplicate,gate4:name+loc:wildsocietyadventures,Wild Society Adventures,https://www.wildsocietylt.com/,Services,service,OPERATIONAL,4,176,true,canoe; cycling; kayak; pontoon; powerboat; sup; watersports; windsurf,bike rental; boat rental; canoe rental; kayak rental; kayak tours; paddleboard rental; pontoon rental; watersports rental; windsurfing rental,core,standard,covered_tile,0,operator,name+loc:wildsocietyadventures,,,,ChIJgTYWEC17mYARj2AvyfF7434,https://maps.google.com/?cid=9143287946884898959&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
251,duplicate,gate4:name+loc:wilderbike,Wilderbike,,Bicycle Shop,bicycle_store,OPERATIONAL,4.3,6,true,cycling; ebike; gear-shop,bike rental; bike shop; ebike rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:wilderbike,,,,ChIJK2lJSmo_mYARDD2srSNJJWQ,https://maps.google.com/?cid=7216254395517517068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
252,duplicate,gate4:name+loc:winterwonderlandskishop,Winter Wonderland Ski Shop,https://winterwonderlandskishop.com/,Sporting Goods Store,sporting_goods_store,OPERATIONAL,4.8,174,true,alpine-ski; backcountry-ski; gear-shop; nordic-ski; snowboard; snowshoe,backcountry ski rental; cross country ski rental; ski rental; ski shop; snowboard rental; snowboard shop; snowshoe rental; sporting goods store,core,standard,covered_tile,0,operator,name+loc:winterwonderlandskishop,,,,ChIJjTEeMkCQmYAROcOVmckxT1s,https://maps.google.com/?cid=6579532322546500409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
253,duplicate,gate4:name+loc:zephyrcovemarina,Zephyr Cove Marina,https://www.zephyrcove.com/zephyr-cove-marina/zephyr-cove-marina-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,Marina,marina,OPERATIONAL,4.6,1140,true,alpine-ski; canoe; fishing-charter; kayak; pontoon; powerboat; pwc; sup; wakeboard; watersports,boat charter; boat rental; canoe rental; fishing charter; jet ski rental; kayak rental; kayak tours; motorboat rental; paddleboard rental; personal watercraft rental; pontoon rental; ski boat rental; ski rental; watersports rental; waverunner rental,core; gap,standard,covered_tile,0,operator,name+loc:zephyrcovemarina,,,,ChIJq6qqnhebmYARgppW84gBCww,https://maps.google.com/?cid=867789040908671618&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
254,not_an_operator,gate3:vacation_rental_listing,< 15 Mi to 6 Ski Resorts: Tahoe Donner Escape!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJjepXd5Dgm4AREeJJEkT5Zlo,https://maps.google.com/?cid=6514167981797925393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
255,not_an_operator,gate3:vacation_rental_listing,< 15 Mi to 6 Ski Resorts: Tahoe Donner Escape!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJjepXd5Dgm4ARZKIPCStxq10,https://maps.google.com/?cid=6749612896194372196&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
256,not_an_operator,gate3:vacation_rental_listing,< 15 Mi to 6 Ski Resorts: Tahoe Donner Escape!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJjepXd5Dgm4ARvboH9JcEvto,https://maps.google.com/?cid=15762040796524034749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
257,not_an_operator,gate3:vacation_rental_listing,< 2 Mi to Tahoe Donner Ski Resort: Serene Retreat,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJZcO0_8Pgm4ARLKCZmRnRHRY,https://maps.google.com/?cid=1593659751040393260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
258,not_an_operator,gate3:vacation_rental_listing,▟ Quiet Family Getaway ▙ Hot Tub / Mountain View / Ski Resorts,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ-RRi-66QmYARYecSp-EQRoc,https://maps.google.com/?cid=9747497004846737249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
259,not_an_operator,gate3:vacation_rental_listing,★★Ski In-Out! Mid-Mountain PALISADES home! Hot tub! Views! Walk to village! ★★,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJZfoshO3Zm4AR5BbjQ3Ekm_8,https://maps.google.com/?cid=18418355169950635748&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
260,not_an_operator,gate3:vacation_rental_listing,★★Ski In-Out! Mid-Mountain PALISADES home! Hot tub! Views! Walk to village! ★★,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJuzAshO3Zm4ARNo0nbRT3CCM,https://maps.google.com/?cid=2524539258243878198&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
261,not_an_operator,gate3:vacation_rental_listing,08: Cute Studio Bike to Beach,,Lodging,lodging,OPERATIONAL,,0,true,cycling,bike rental,core,standard,covered_tile,0,operator,,,,,ChIJuU3Fb6KPmYAR_Mhyf6xPof0,https://maps.google.com/?cid=18275976365137381628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
262,not_an_operator,gate3:vacation_rental_listing,"1 CHOICE: Tahoe Alpine Cabin, Heavenly Ski Lifts, Fireplace, shared Hot Tub",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJv-hIhK2QmYARDK1dPyU9CAg,https://maps.google.com/?cid=578779782303296780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
263,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort Condo with Pool - Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJzQ2JBTZwmYAROKW1pfklL5A,https://maps.google.com/?cid=10389564619524252984&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
264,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort Forest-View Condo - Apartment,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJkzcjIDZwmYARJ9COmNFy69o,https://maps.google.com/?cid=15774828364328521767&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
265,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort: Condo w/ Pool,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJzQ2JBTZwmYAREZ7l-nCkU_0,https://maps.google.com/?cid=18254114519815396881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
266,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort: Condo w/ Pool,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJzQ2JBTZwmYARf-J11uGUhLg,https://maps.google.com/?cid=13295915697591149183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
267,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort: Condo w/ Pool,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJzQ2JBTZwmYARqwRrHmx2bK8,https://maps.google.com/?cid=12640608460861015211&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
268,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort: Condo w/ Pool - Apartment (3 Bedrooms),,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJkzcjIDZwmYARJH-YzBtCfjA,https://maps.google.com/?cid=3494303048050179876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
269,not_an_operator,gate3:vacation_rental_listing,1 Mi to Diamond Peak Ski Resort: Forest-View Condo,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJbbAkIDZwmYARbNOg3-Z4NtU,https://maps.google.com/?cid=15363600111810696044&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
270,not_an_operator,gate3:vacation_rental_listing,1 Mi to Ski Resort South Lake Tahoe Townhome - Vacation Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJj76-uQ2QmYAR2V8Cwrh5O4s,https://maps.google.com/?cid=10032746429333790681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
271,not_an_operator,gate3:vacation_rental_listing,1 Mi to Skiing Beaches: Incline Village Home! - Apartment (2 Bedrooms),,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJRwzUd0xwmYARf1FOr6SdiYo,https://maps.google.com/?cid=9982683379684757887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
272,not_an_operator,gate3:vacation_rental_listing,10 Mi to Ski Slopes: South Lake Tahoe Home,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJPX-S-kiMmYARmREqFp4yd4w,https://maps.google.com/?cid=10121614342096556441&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
273,not_an_operator,gate3:vacation_rental_listing,"148 | Alpine Escape Ski-In/Out, Hot Tubs & Sauna",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJWebj_uzZm4ARZXuEa8K5nbQ,https://maps.google.com/?cid=13014762742849239909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
274,not_an_operator,gate3:vacation_rental_listing,152 | Adventure Studio Ski-In/Out Wa She Shu,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARiGNlRojMCjI,https://maps.google.com/?cid=3605919337332171656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
275,not_an_operator,gate3:vacation_rental_listing,2 adjoining ski-in /out condos in Northstar Village Walk to Lift Hot-Tubs,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJxRHQEDFimYARSIEn9HgIGNs,https://maps.google.com/?cid=15787377809332601160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
276,not_an_operator,gate3:vacation_rental_listing,"2 Bedroom 1.5 bath rental in Tahoe City WiFi, XC Ski resort, boat launch nearby",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJY4T8vOV8mYAR7An_Ay0wcWY,https://maps.google.com/?cid=7381734234135661036&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
277,not_an_operator,gate3:vacation_rental_listing,"2 bedroom, Ritz Carlton Club, Lake Tahoe, Ski-in / Ski-out resort. Click to book",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJgxw2fUdimYARHxlmr_JMEI4,https://maps.google.com/?cid=10236766558221637919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
278,not_an_operator,gate3:vacation_rental_listing,2 br ski in/out in Palisades Village Red Wolf Ldg,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski shop,core,standard,covered_tile,0,operator,,,,,ChIJBZ8g7evZm4ARt2bq6PLF-G4,https://maps.google.com/?cid=7996358785476748983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
279,not_an_operator,gate3:vacation_rental_listing,2 Mi to Tahoe Donner Ski Resort: Forest-view Haven,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJe6yyRLfgm4ARD5umkNKSMDA,https://maps.google.com/?cid=3472436745770277647&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
280,not_an_operator,gate3:vacation_rental_listing,2 min Walk to Inline Beach! 8 min to ski resort! Incline Village Jacuzzi /sauna \n,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJtUG0hT9wmYAR6aachpBy718,https://maps.google.com/?cid=6912869918096271081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
281,not_an_operator,gate3:vacation_rental_listing,"2 Northstar Lodge Resort, Truckee, Ski/In/Out-Pool",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ02o-9TBimYARtJQZVonuA-I,https://maps.google.com/?cid=16286122951124292788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
282,not_an_operator,gate3:vacation_rental_listing,"2 Ski-In/Out Condos Steps to Lifts | Heated Pool, Sauna + Lake Tahoe Nearby",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ3amqDu3Zm4ARYsalSuoAR2E,https://maps.google.com/?cid=7009572351300191842&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
283,not_an_operator,gate3:vacation_rental_listing,2-Bedroom Family Condo-Ski-In-Ski-Out-Sleeps 6,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJjQN9hLSQmYARFi30nzEiXpo,https://maps.google.com/?cid=11123365726184025366&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
284,not_an_operator,gate3:vacation_rental_listing,"2025-26 SKI LEASE: Cozy, Updated Tahoe Donner Townhouse",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJGQSNypzgm4ARP1_r0-GiYbA,https://maps.google.com/?cid=12709618714223009599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
285,not_an_operator,gate3:vacation_rental_listing,215 | Stay & Ski Studio by slopes - Full Fridge,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARJKYcnNd_EHs,https://maps.google.com/?cid=8867728230306326052&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
286,not_an_operator,gate3:vacation_rental_listing,227 | The Powder Pad - Premium Ski-In/Out Studio,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARbioApU2nep8,https://maps.google.com/?cid=11491681351111813742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
287,not_an_operator,gate3:vacation_rental_listing,237 | Nostalgic Ski Studio – Soak + Ski Access,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARJ9ZZkhccSyU,https://maps.google.com/?cid=2687272490221819431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
288,not_an_operator,gate3:vacation_rental_listing,243 | Premium Powder Studio - Ski In/Out + Tubs,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental; ski shop,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARorseIVPAIPM,https://maps.google.com/?cid=17519214013741710242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
289,not_an_operator,gate3:vacation_rental_listing,"3 BR Family Friendly Updated Condo Near Ski Hill, Lake & Hiking.",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJudcbTCnnm4ARRE50fHmSSuc,https://maps.google.com/?cid=16666294421514636868&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
290,not_an_operator,gate3:vacation_rental_listing,3 min to Boulder Ski Lift! Walk to Hiking trails. Pet friendly.,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ8zaVigiamYARIaIWaEsSr34,https://maps.google.com/?cid=9128535084781445665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
291,not_an_operator,gate3:vacation_rental_listing,"3 Northstar California Resort, Ski-In/out Resort",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJb_YjIdFjmYARLVE7iaJgsfM,https://maps.google.com/?cid=17559922673297609005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
292,not_an_operator,gate3:vacation_rental_listing,3| Northstar California Lodge | Lux Stay | Concierge | Ski,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJqyFoYdFjmYARenZsHnzu7Ks,https://maps.google.com/?cid=12388538891843171962&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
293,not_an_operator,gate3:vacation_rental_listing,"3000sf 4BR+ Ski-in Ski-Out, Views AC!",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJIaZRtjbnm4ARHk-SkNc_Kec,https://maps.google.com/?cid=16656914891882516254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
294,not_an_operator,gate3:vacation_rental_listing,307 | Wa She Shu Loft Hideaway - Ski In/Out + Gym,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARp7AjAIuCBVM,https://maps.google.com/?cid=5982331213545975975&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
295,not_an_operator,gate3:vacation_rental_listing,321 Ski Way 172 - - pool,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJj9NrHTdwmYARL8Rg2jsuViw,https://maps.google.com/?cid=3194791820267668527&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
296,not_an_operator,gate3:vacation_rental_listing,331 | Refined Loft - Ski In/Out w/ Full Fridge,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARnJ9AwsC-gQ8,https://maps.google.com/?cid=1117383917666607004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
297,not_an_operator,gate3:vacation_rental_listing,"346 | King Loft - Ski In/Out, Steps to Slopes",,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARCqJE7d9lkHQ,https://maps.google.com/?cid=8399325317478785546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
298,not_an_operator,gate3:vacation_rental_listing,348 | Refreshed Loft - Ski In/Out + Full Fridge,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARxHovBvoomGE,https://maps.google.com/?cid=7032415872449739460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
299,not_an_operator,gate3:vacation_rental_listing,354 | Premium Ski Loft - Oven & Scenic Valley View,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJp9Hj_uzZm4ARscYbbIbwgOI,https://maps.google.com/?cid=16321309509720721073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
300,not_an_operator,gate3:vacation_rental_listing,3BR 2.5BA Condo Near Skiing And Hiking Trails,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJoTAiOzZwmYAR6SjUHhLPGog,https://maps.google.com/?cid=9807378815286257897&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
301,not_an_operator,gate3:vacation_rental_listing,3BR Condo | Ski-in /Ski-out + Spacious Living Area,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJ830isTBimYARhHGGStyqrqM,https://maps.google.com/?cid=11794552337249759620&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
302,not_an_operator,gate3:vacation_rental_listing,3BR/2BA Ski & Hiking Townhome Near Heavenly!,,Lodging,lodging,OPERATIONAL,,0,true,alpine-ski,ski rental,core,standard,covered_tile,0,operator,,,,,ChIJh19roweamYARe3v3kWyQTaw,https://maps.google.com/?cid=12415738543710108539&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
